1669602233.686501,10.10.1.100:42778,,,10,
1669602233.686611,10.10.1.100:42780,,,10,
1669602233.686718,10.10.1.100:42776,,,17,
1669602233.801867,10.10.1.100:42778,,,15,
1669602233.805202,10.10.1.100:42780,,,10,
1669602233.807527,10.10.1.100:42776,,,19,
1669602233.937751,10.10.1.100:42778,,,20,
1669602233.938897,10.10.1.100:42780,,,16,
1669602233.940111,10.10.1.100:42776,,,19,
1669602234.016077,10.10.1.100:42778,,,20,
1669602234.017348,10.10.1.100:42780,,,20,
1669602234.018464,10.10.1.100:42776,,,25,
1669602234.095075,10.10.1.100:42778,,,21,
1669602234.096348,10.10.1.100:42780,,,21,
1669602234.097478,10.10.1.100:42776,,,29,
1669602234.173240,10.10.1.100:42778,,,21,
1669602234.174424,10.10.1.100:42780,,,21,
1669602234.175599,10.10.1.100:42776,,,35,
1669602234.251818,10.10.1.100:42778,,,19,19
1669602234.253181,10.10.1.100:42780,,,21,
1669602234.254304,10.10.1.100:42776,,,38,
1669602234.331035,10.10.1.100:42778,,,19,19
1669602234.332459,10.10.1.100:42780,,,21,
1669602234.333586,10.10.1.100:42776,,,38,
1669602234.409338,10.10.1.100:42778,,,19,19
1669602234.410763,10.10.1.100:42780,,,21,
1669602234.411893,10.10.1.100:42776,,,39,
1669602234.488156,10.10.1.100:42778,,,19,19
1669602234.489569,10.10.1.100:42780,,,25,
1669602234.490689,10.10.1.100:42776,,,39,
1669602234.567479,10.10.1.100:42778,,,19,19
1669602234.568919,10.10.1.100:42780,,,31,
1669602234.570050,10.10.1.100:42776,,,39,
1669602234.646233,10.10.1.100:42778,,,19,19
1669602234.647624,10.10.1.100:42780,,,37,
1669602234.648836,10.10.1.100:42776,,,40,
1669602234.724870,10.10.1.100:42778,,,19,19
1669602234.726270,10.10.1.100:42780,,,40,
1669602234.727496,10.10.1.100:42776,,,2,1
1669602234.803352,10.10.1.100:42778,,,19,19
1669602234.805136,10.10.1.100:42780,,,40,
1669602234.806407,10.10.1.100:42776,,,2,1
1669602234.882287,10.10.1.100:42778,,,19,19
1669602234.883682,10.10.1.100:42780,,,42,
1669602234.884973,10.10.1.100:42776,,,2,1
1669602234.997980,10.10.1.100:42778,,,19,19
1669602235.000479,10.10.1.100:42780,,,42,
1669602235.002848,10.10.1.100:42776,3,3,20,2
1669602235.139048,10.10.1.100:42778,,,18,18
1669602235.141552,10.10.1.100:42780,,,42,
1669602235.143902,10.10.1.100:42776,10,10,14,2
1669602235.279074,10.10.1.100:42778,,,18,18
1669602235.281658,10.10.1.100:42780,,,42,
1669602235.284056,10.10.1.100:42776,10,10,14,2
1669602235.368240,10.10.1.100:42778,,,18,18
1669602235.369651,10.10.1.100:42780,3,3,32,7
1669602235.371048,10.10.1.100:42776,10,10,14,2
1669602235.446962,10.10.1.100:42778,,,18,18
1669602235.448407,10.10.1.100:42780,7,7,22,7
1669602235.449778,10.10.1.100:42776,10,10,14,2
1669602235.525376,10.10.1.100:42778,,,18,18
1669602235.526787,10.10.1.100:42780,9,9,14,7
1669602235.528228,10.10.1.100:42776,10,10,14,2
1669602235.604643,10.10.1.100:42778,,,18,18
1669602235.606057,10.10.1.100:42780,11,11,11,7
1669602235.607406,10.10.1.100:42776,10,10,14,2
1669602235.684279,10.10.1.100:42778,,,18,18
1669602235.685696,10.10.1.100:42780,11,11,11,7
1669602235.687109,10.10.1.100:42776,5,11,13,2
1669602235.763034,10.10.1.100:42778,,,17,17
1669602235.764482,10.10.1.100:42780,11,11,11,7
1669602235.765924,10.10.1.100:42776,1,11,13,2
1669602235.842146,10.10.1.100:42778,,,17,17
1669602235.843541,10.10.1.100:42780,11,11,11,7
1669602235.844991,10.10.1.100:42776,1,11,13,2
1669602235.920858,10.10.1.100:42778,,,17,17
1669602235.922252,10.10.1.100:42780,11,11,11,7
1669602235.923690,10.10.1.100:42776,1,11,13,2
1669602236.000449,10.10.1.100:42778,,,17,17
1669602236.001849,10.10.1.100:42780,9,13,9,7
1669602236.003238,10.10.1.100:42776,1,11,13,2
1669602236.079623,10.10.1.100:42778,,,17,17
1669602236.081117,10.10.1.100:42780,7,17,7,7
1669602236.082525,10.10.1.100:42776,1,11,13,2
1669602236.158402,10.10.1.100:42778,,,17,17
1669602236.159763,10.10.1.100:42780,7,18,7,7
1669602236.161256,10.10.1.100:42776,0,11,2,2
1669602236.238075,10.10.1.100:42778,,,17,17
1669602236.239457,10.10.1.100:42780,7,18,7,7
1669602236.240907,10.10.1.100:42776,0,11,2,2
1669602236.317865,10.10.1.100:42778,,,16,16
1669602236.319282,10.10.1.100:42780,7,18,7,7
1669602236.320742,10.10.1.100:42776,0,11,2,2
1669602236.396709,10.10.1.100:42778,,,16,16
1669602236.398123,10.10.1.100:42780,7,18,7,7
1669602236.399525,10.10.1.100:42776,0,11,2,2
1669602236.475702,10.10.1.100:42778,,,16,16
1669602236.477153,10.10.1.100:42780,4,18,7,7
1669602236.478588,10.10.1.100:42776,0,11,2,2
1669602236.554840,10.10.1.100:42778,,,16,16
1669602236.556288,10.10.1.100:42780,0,18,7,7
1669602236.557701,10.10.1.100:42776,0,11,2,2
1669602236.633752,10.10.1.100:42778,,,15,15
1669602236.635156,10.10.1.100:42780,0,18,7,7
1669602236.636624,10.10.1.100:42776,0,11,2,2
1669602236.712739,10.10.1.100:42778,,,15,15
1669602236.714246,10.10.1.100:42780,0,18,7,7
1669602236.715738,10.10.1.100:42776,0,11,2,1
1669602236.791859,10.10.1.100:42778,,,15,15
1669602236.793403,10.10.1.100:42780,0,18,7,7
1669602236.794912,10.10.1.100:42776,0,11,2,1
1669602236.872119,10.10.1.100:42778,,,15,15
1669602236.873662,10.10.1.100:42780,0,18,7,7
1669602236.875167,10.10.1.100:42776,0,11,2,1
1669602236.952721,10.10.1.100:42778,,,14,14
1669602236.954258,10.10.1.100:42780,0,18,7,7
1669602236.955758,10.10.1.100:42776,0,11,2,1
1669602237.032393,10.10.1.100:42778,,,14,14
1669602237.033871,10.10.1.100:42780,0,18,7,7
1669602237.035383,10.10.1.100:42776,0,11,2,1
1669602237.113788,10.10.1.100:42778,,,14,14
1669602237.115307,10.10.1.100:42780,0,18,7,7
1669602237.116879,10.10.1.100:42776,0,11,2,1
1669602237.193867,10.10.1.100:42778,,,13,13
1669602237.195398,10.10.1.100:42780,0,18,7,7
1669602237.196944,10.10.1.100:42776,0,11,2,1
1669602237.274346,10.10.1.100:42778,,,13,13
1669602237.275771,10.10.1.100:42780,0,18,7,7
1669602237.277225,10.10.1.100:42776,0,11,3,1
1669602237.354504,10.10.1.100:42778,,,13,13
1669602237.355922,10.10.1.100:42780,0,18,7,7
1669602237.357402,10.10.1.100:42776,0,11,3,1
1669602237.434250,10.10.1.100:42778,,,13,13
1669602237.435670,10.10.1.100:42780,0,18,8,7
1669602237.437195,10.10.1.100:42776,0,11,3,1
1669602237.513570,10.10.1.100:42778,,,12,12
1669602237.514960,10.10.1.100:42780,0,18,8,7
1669602237.516376,10.10.1.100:42776,0,11,3,1
1669602237.593779,10.10.1.100:42778,,,12,12
1669602237.595263,10.10.1.100:42780,0,18,8,7
1669602237.596693,10.10.1.100:42776,0,11,3,1
1669602237.673348,10.10.1.100:42778,,,12,12
1669602237.674743,10.10.1.100:42780,0,18,8,7
1669602237.676156,10.10.1.100:42776,0,11,3,1
1669602237.751951,10.10.1.100:42778,,,12,12
1669602237.753417,10.10.1.100:42780,0,18,9,7
1669602237.754804,10.10.1.100:42776,0,11,2,1
1669602237.831430,10.10.1.100:42778,,,11,11
1669602237.832856,10.10.1.100:42780,0,18,9,7
1669602237.834239,10.10.1.100:42776,0,11,2,1
1669602237.910154,10.10.1.100:42778,,,11,11
1669602237.911555,10.10.1.100:42780,0,18,9,7
1669602237.913019,10.10.1.100:42776,0,11,2,1
1669602237.988764,10.10.1.100:42778,,,11,11
1669602237.990154,10.10.1.100:42780,0,18,10,7
1669602237.991531,10.10.1.100:42776,0,11,2,1
1669602238.067845,10.10.1.100:42778,,,10,10
1669602238.069279,10.10.1.100:42780,0,18,10,7
1669602238.070678,10.10.1.100:42776,0,11,2,1
1669602238.146412,10.10.1.100:42778,,,10,10
1669602238.147846,10.10.1.100:42780,0,18,10,7
1669602238.149275,10.10.1.100:42776,0,11,2,1
1669602238.225294,10.10.1.100:42778,,,10,10
1669602238.226697,10.10.1.100:42780,0,18,11,7
1669602238.228127,10.10.1.100:42776,0,11,2,1
1669602238.304716,10.10.1.100:42778,,,9,9
1669602238.306113,10.10.1.100:42780,0,18,11,7
1669602238.307539,10.10.1.100:42776,0,11,3,1
1669602238.383274,10.10.1.100:42778,,,9,9
1669602238.384704,10.10.1.100:42780,0,18,11,7
1669602238.386094,10.10.1.100:42776,0,11,3,1
1669602238.462537,10.10.1.100:42778,,,9,9
1669602238.463934,10.10.1.100:42780,0,18,12,9
1669602238.465368,10.10.1.100:42776,0,11,3,1
1669602238.541881,10.10.1.100:42778,,,9,9
1669602238.543281,10.10.1.100:42780,0,18,12,9
1669602238.544708,10.10.1.100:42776,0,11,3,1
1669602238.621394,10.10.1.100:42778,,,8,8
1669602238.622789,10.10.1.100:42780,0,18,12,9
1669602238.624261,10.10.1.100:42776,0,11,3,1
1669602238.699854,10.10.1.100:42778,,,8,8
1669602238.700010,10.10.1.100:42780,0,18,12,9
1669602238.700121,10.10.1.100:42776,0,11,3,1
1669602238.926140,10.10.1.100:42778,,,7,7
1669602238.929132,10.10.1.100:42780,0,18,13,9
1669602238.931580,10.10.1.100:42776,0,11,2,1
1669602239.067907,10.10.1.100:42778,,,7,7
1669602239.070420,10.10.1.100:42780,0,18,13,9
1669602239.072982,10.10.1.100:42776,0,11,2,1
1669602239.195601,10.10.1.100:42778,,,6,6
1669602239.197044,10.10.1.100:42780,0,18,13,9
1669602239.198433,10.10.1.100:42776,0,11,2,1
1669602239.274244,10.10.1.100:42778,,,6,6
1669602239.275647,10.10.1.100:42780,0,18,13,9
1669602239.277072,10.10.1.100:42776,0,11,2,1
1669602239.354629,10.10.1.100:42778,,,6,6
1669602239.356051,10.10.1.100:42780,0,18,13,9
1669602239.357496,10.10.1.100:42776,0,11,2,1
1669602239.433990,10.10.1.100:42778,,,5,5
1669602239.435370,10.10.1.100:42780,0,18,13,9
1669602239.436830,10.10.1.100:42776,0,11,3,1
1669602239.512168,10.10.1.100:42778,,,5,5
1669602239.513632,10.10.1.100:42780,0,18,14,10
1669602239.515045,10.10.1.100:42776,0,11,3,1
1669602239.591930,10.10.1.100:42778,,,5,5
1669602239.593370,10.10.1.100:42780,0,18,14,10
1669602239.594751,10.10.1.100:42776,0,11,3,1
1669602239.670162,10.10.1.100:42778,,,5,5
1669602239.671551,10.10.1.100:42780,0,18,14,10
1669602239.673015,10.10.1.100:42776,0,11,3,1
1669602239.748974,10.10.1.100:42778,,,4,4
1669602239.750367,10.10.1.100:42780,0,18,15,10
1669602239.751753,10.10.1.100:42776,0,11,3,1
1669602239.827715,10.10.1.100:42778,,,4,4
1669602239.829151,10.10.1.100:42780,0,18,15,10
1669602239.830547,10.10.1.100:42776,0,11,3,1
1669602239.906216,10.10.1.100:42778,,,4,4
1669602239.907592,10.10.1.100:42780,0,18,15,10
1669602239.909017,10.10.1.100:42776,0,11,2,1
1669602239.986317,10.10.1.100:42778,,,4,4
1669602239.987705,10.10.1.100:42780,0,18,16,12
1669602239.989134,10.10.1.100:42776,0,11,2,1
1669602240.066582,10.10.1.100:42778,,,3,3
1669602240.067971,10.10.1.100:42780,0,18,16,12
1669602240.069401,10.10.1.100:42776,0,11,2,1
1669602240.145655,10.10.1.100:42778,,,3,3
1669602240.147063,10.10.1.100:42780,0,18,16,12
1669602240.148478,10.10.1.100:42776,0,11,2,1
1669602240.224513,10.10.1.100:42778,,,3,3
1669602240.225906,10.10.1.100:42780,0,18,17,12
1669602240.227301,10.10.1.100:42776,0,11,3,1
1669602240.303215,10.10.1.100:42778,,,3,3
1669602240.304994,10.10.1.100:42780,0,18,17,12
1669602240.306388,10.10.1.100:42776,0,11,3,1
