1669595639.351791,10.10.1.100:39788,,,10,
1669595639.352911,10.10.1.100:39784,,,16,
1669595639.354085,10.10.1.100:39786,,,10,
1669595639.430360,10.10.1.100:39788,,,10,
1669595639.431622,10.10.1.100:39784,,,18,
1669595639.432740,10.10.1.100:39786,,,15,
1669595639.509084,10.10.1.100:39788,,,12,
1669595639.510265,10.10.1.100:39784,,,18,
1669595639.511444,10.10.1.100:39786,,,20,
1669595639.587600,10.10.1.100:39788,,,18,
1669595639.588864,10.10.1.100:39784,,,18,
1669595639.590077,10.10.1.100:39786,,,20,
1669595639.665958,10.10.1.100:39788,,,20,
1669595639.667192,10.10.1.100:39784,,,22,
1669595639.668324,10.10.1.100:39786,,,20,
1669595639.767081,10.10.1.100:39788,,,21,
1669595639.769240,10.10.1.100:39784,,,24,24
1669595639.771271,10.10.1.100:39786,,,21,
1669595639.907421,10.10.1.100:39788,,,21,
1669595639.909631,10.10.1.100:39784,,,24,24
1669595639.911679,10.10.1.100:39786,,,22,
1669595640.006820,10.10.1.100:39788,,,21,
1669595640.008172,10.10.1.100:39784,,,24,24
1669595640.009295,10.10.1.100:39786,,,24,24
1669595640.085355,10.10.1.100:39788,,,21,
1669595640.086717,10.10.1.100:39784,,,24,24
1669595640.087843,10.10.1.100:39786,,,24,24
1669595640.163925,10.10.1.100:39788,,,24,24
1669595640.165327,10.10.1.100:39784,,,24,24
1669595640.166520,10.10.1.100:39786,,,24,24
1669595640.243301,10.10.1.100:39788,,,24,24
1669595640.244625,10.10.1.100:39784,,,24,24
1669595640.245752,10.10.1.100:39786,,,24,24
1669595640.322243,10.10.1.100:39788,,,24,24
1669595640.323606,10.10.1.100:39784,,,24,24
1669595640.324939,10.10.1.100:39786,,,24,24
1669595640.401046,10.10.1.100:39788,,,24,24
1669595640.401388,10.10.1.100:39784,,,24,24
1669595640.401700,10.10.1.100:39786,,,24,24
1669595640.477751,10.10.1.100:39788,,,24,24
1669595640.479184,10.10.1.100:39784,,,25,24
1669595640.480317,10.10.1.100:39786,,,24,24
1669595640.557662,10.10.1.100:39788,,,24,24
1669595640.558987,10.10.1.100:39784,,,25,24
1669595640.560232,10.10.1.100:39786,,,24,24
1669595640.637535,10.10.1.100:39788,,,24,24
1669595640.639253,10.10.1.100:39784,,,25,24
1669595640.640377,10.10.1.100:39786,,,24,24
1669595640.718195,10.10.1.100:39788,,,24,24
1669595640.719666,10.10.1.100:39784,,,25,24
1669595640.720846,10.10.1.100:39786,,,25,24
1669595640.798029,10.10.1.100:39788,,,24,24
1669595640.799724,10.10.1.100:39784,,,25,24
1669595640.800938,10.10.1.100:39786,,,25,24
1669595640.877348,10.10.1.100:39788,,,24,24
1669595640.878788,10.10.1.100:39784,,,25,24
1669595640.879960,10.10.1.100:39786,,,25,24
