1669593636.754936,10.10.1.100:47606,,,10,
1669593636.831310,10.10.1.100:47612,,,10,
1669593636.832434,10.10.1.100:47610,,,10,
1669593636.833542,10.10.1.100:47608,,,14,
1669593636.909731,10.10.1.100:47612,,,10,
1669593636.910904,10.10.1.100:47610,,,10,
1669593636.912023,10.10.1.100:47608,,,20,
1669593636.988428,10.10.1.100:47612,,,10,
1669593636.989561,10.10.1.100:47610,,,16,
1669593636.990727,10.10.1.100:47608,,,20,
1669593637.068063,10.10.1.100:47612,0,1,13,
1669593637.069188,10.10.1.100:47610,,,20,
1669593637.070313,10.10.1.100:47608,,,20,
1669593637.146181,10.10.1.100:47612,0,1,20,
1669593637.147351,10.10.1.100:47610,,,20,
1669593637.148499,10.10.1.100:47608,,,20,
1669593637.225785,10.10.1.100:47612,0,1,20,
1669593637.226976,10.10.1.100:47610,,,20,
1669593637.228122,10.10.1.100:47608,,,26,
1669593637.303672,10.10.1.100:47612,0,1,21,
1669593637.304873,10.10.1.100:47610,,,21,
1669593637.305986,10.10.1.100:47608,,,31,
1669593637.417194,10.10.1.100:47612,0,1,21,
1669593637.419379,10.10.1.100:47610,,,21,
1669593637.421358,10.10.1.100:47608,,,36,
1669593637.548966,10.10.1.100:47612,0,1,21,
1669593637.551027,10.10.1.100:47610,,,19,19
1669593637.552891,10.10.1.100:47608,,,40,
1669593637.642378,10.10.1.100:47612,0,1,21,
1669593637.643683,10.10.1.100:47610,,,19,19
1669593637.644803,10.10.1.100:47608,,,40,
1669593637.723382,10.10.1.100:47612,0,1,25,
1669593637.724661,10.10.1.100:47610,,,19,19
1669593637.725775,10.10.1.100:47608,,,41,
1669593637.801895,10.10.1.100:47612,0,1,32,
1669593637.803256,10.10.1.100:47610,,,19,19
1669593637.804380,10.10.1.100:47608,,,41,
1669593637.880445,10.10.1.100:47612,0,1,37,
1669593637.881765,10.10.1.100:47610,,,19,19
1669593637.882968,10.10.1.100:47608,,,41,
1669593637.957688,10.10.1.100:47612,0,1,40,
1669593637.959055,10.10.1.100:47610,,,19,19
1669593637.960229,10.10.1.100:47608,,,2,1
1669593638.036142,10.10.1.100:47612,0,1,40,
1669593638.037457,10.10.1.100:47610,,,19,19
1669593638.038643,10.10.1.100:47608,,,2,1
1669593638.115135,10.10.1.100:47612,0,1,42,
1669593638.116457,10.10.1.100:47610,,,19,19
1669593638.117685,10.10.1.100:47608,2,2,27,2
1669593638.204032,10.10.1.100:47612,0,1,42,
1669593638.205419,10.10.1.100:47610,,,19,19
1669593638.206658,10.10.1.100:47608,9,9,20,2
1669593638.285751,10.10.1.100:47612,0,1,42,
1669593638.287232,10.10.1.100:47610,,,18,18
1669593638.288526,10.10.1.100:47608,12,12,17,2
1669593638.367353,10.10.1.100:47612,0,1,42,
1669593638.368686,10.10.1.100:47610,,,18,18
1669593638.369940,10.10.1.100:47608,12,12,17,2
1669593638.445579,10.10.1.100:47612,0,1,42,
1669593638.446962,10.10.1.100:47610,,,18,18
1669593638.448259,10.10.1.100:47608,12,12,17,2
1669593638.524050,10.10.1.100:47612,0,1,16,16
1669593638.525414,10.10.1.100:47610,,,18,18
1669593638.526723,10.10.1.100:47608,14,14,15,2
1669593638.602562,10.10.1.100:47612,3,4,30,8
1669593638.603878,10.10.1.100:47610,,,18,18
1669593638.605253,10.10.1.100:47608,14,14,15,2
1669593638.680529,10.10.1.100:47612,6,7,21,8
1669593638.681868,10.10.1.100:47610,,,18,18
1669593638.683237,10.10.1.100:47608,14,14,15,2
1669593638.760389,10.10.1.100:47612,9,10,12,8
1669593638.761734,10.10.1.100:47610,,,18,18
1669593638.763183,10.10.1.100:47608,14,14,15,2
1669593638.839192,10.10.1.100:47612,11,12,11,8
1669593638.840526,10.10.1.100:47610,,,18,18
1669593638.841856,10.10.1.100:47608,13,14,15,2
1669593638.917499,10.10.1.100:47612,11,12,11,8
1669593638.918889,10.10.1.100:47610,,,18,18
1669593638.920265,10.10.1.100:47608,6,14,15,2
1669593638.996323,10.10.1.100:47612,11,12,11,8
1669593638.997666,10.10.1.100:47610,,,17,17
1669593638.999035,10.10.1.100:47608,2,14,15,2
1669593639.074826,10.10.1.100:47612,11,12,11,8
1669593639.076175,10.10.1.100:47610,,,17,17
1669593639.077594,10.10.1.100:47608,2,14,15,2
1669593639.153666,10.10.1.100:47612,11,12,11,8
