1670182007.574236,10.10.1.100:59404,23200.0,2.474,,,13,
1670182007.710174,10.10.1.100:59404,955.7,86.314,,,25,
1670182007.805854,10.10.1.100:59404,956.5,156.013,,,36,
1670182007.881893,10.10.1.100:59404,957.3,208.137,,,43,
1670182007.957488,10.10.1.100:59404,957.3,235.66,,,49,
1670182008.033788,10.10.1.100:59404,957.3,264.738,,,55,
1670182008.109255,10.10.1.100:59404,957.5,311.17,,,62,
1670182008.193211,10.10.1.100:59404,957.5,356.261,,,68,
1670182008.328603,10.10.1.100:59404,957.5,411.559,,,76,
1670182008.427445,10.10.1.100:59404,957.5,479.02,,,87,
1670182008.503375,10.10.1.100:59404,957.5,520.237,,,94,
1670182008.579633,10.10.1.100:59404,956.6,542.069,,,100,
1670182008.683607,10.10.1.100:59404,956.6,569.979,,,106,
1670182008.822006,10.10.1.100:59404,956.0,650.058,,,117,
1670182008.953712,10.10.1.100:59404,956.3,727.172,,,128,
1670182009.090675,10.10.1.100:59404,956.3,795.587,,,139,
1670182009.185039,10.10.1.100:59404,956.4,826.46,6,6,123,69
1670182009.261466,10.10.1.100:59404,956.4,832.004,9,9,112,69
1670182009.339221,10.10.1.100:59404,956.5,833.959,12,12,103,69
1670182009.474511,10.10.1.100:59404,955.9,831.522,16,16,92,69
1670182009.602995,10.10.1.100:59404,956.1,833.326,22,22,75,69
1670182009.690440,10.10.1.100:59404,956.5,835.054,30,30,63,69
1670182009.766994,10.10.1.100:59404,956.9,835.266,37,37,56,69
1670182009.843996,10.10.1.100:59404,956.3,835.383,43,43,50,69
1670182009.919948,10.10.1.100:59404,928.6,831.128,67,70,69,69
1670182010.028175,10.10.1.100:59404,832.0,785.913,60,70,69,69
1670182010.165206,10.10.1.100:59404,692.8,683.55,50,70,69,69
1670182010.281461,10.10.1.100:59404,637.8,588.89,39,70,69,69
1670182010.357478,10.10.1.100:59404,637.8,567.958,31,70,69,69
1670182010.433883,10.10.1.100:59404,637.7,561.359,24,70,69,69
1670182010.511919,10.10.1.100:59404,706.6,578.293,18,70,69,69
1670182010.632432,10.10.1.100:59404,789.5,625.562,12,70,69,69
1670182010.820192,10.10.1.100:59404,954.9,754.183,0,70,69,69
1670182010.922752,10.10.1.100:59404,956.5,824.674,0,70,69,69
1670182011.000196,10.10.1.100:59404,956.6,831.33,0,70,69,69
1670182011.095994,10.10.1.100:59404,956.6,833.871,0,70,69,69
1670182011.234693,10.10.1.100:59404,956.3,835.146,0,70,69,69
1670182011.321955,10.10.1.100:59404,956.3,835.783,0,70,69,69
1670182011.400063,10.10.1.100:59404,956.3,835.852,0,70,69,69
1670182011.478154,10.10.1.100:59404,956.9,835.618,0,70,69,69
1670182011.555977,10.10.1.100:59404,956.5,835.566,0,70,70,69
1670182011.632386,10.10.1.100:59404,956.3,835.618,0,70,70,69
1670182011.725975,10.10.1.100:59404,955.6,838.585,0,70,70,69
1670182011.727321,10.10.1.100:51406,0,836.804,,,10,
1670182011.807107,10.10.1.100:59404,955.8,841.868,0,70,70,69
1670182011.808570,10.10.1.100:51406,0,836.804,,,10,
1670182011.888431,10.10.1.100:59404,955.5,844.101,0,70,70,69
1670182011.889831,10.10.1.100:51406,0,836.804,,,10,
1670182011.966046,10.10.1.100:59404,955.7,846.042,0,70,70,69
1670182011.967385,10.10.1.100:51406,0,836.804,,,10,
1670182012.044033,10.10.1.100:59404,955.9,846.848,0,70,70,69
1670182012.045427,10.10.1.100:51406,0,836.804,,,10,
1670182012.121456,10.10.1.100:59404,956.0,847.296,0,70,70,69
1670182012.122869,10.10.1.100:51406,0,836.804,,,10,
1670182012.198795,10.10.1.100:59404,955.6,847.677,0,70,70,69
1670182012.200143,10.10.1.100:51406,0,836.804,,,10,
1670182012.276001,10.10.1.100:59404,955.5,848.027,0,70,70,69
1670182012.277406,10.10.1.100:51406,0,836.804,,,10,
1670182012.359425,10.10.1.100:59404,955.7,848.17,0,70,70,69
1670182012.361890,10.10.1.100:51406,0,836.804,,,10,
1670182012.496549,10.10.1.100:59404,955.6,843.366,1,71,68,35
1670182012.498940,10.10.1.100:51406,0,836.804,,,10,
1670182012.625549,10.10.1.100:59404,954.7,835.196,1,71,63,35
1670182012.627928,10.10.1.100:51406,13.8,836.761,,,10,
1670182012.761077,10.10.1.100:59404,941.4,831.452,1,71,57,35
